genome_ID	azored_pa
MGYG-HGUT-04501	absent
MGYG-HGUT-04502	absent
MGYG-HGUT-04503	absent
MGYG-HGUT-04504	present
MGYG-HGUT-04505	present
MGYG-HGUT-04506	present
MGYG-HGUT-04507	absent
MGYG-HGUT-04508	absent
MGYG-HGUT-04509	absent
MGYG-HGUT-04510	present
MGYG-HGUT-04511	absent
MGYG-HGUT-04512	absent
MGYG-HGUT-04513	absent
MGYG-HGUT-04514	present
MGYG-HGUT-04515	absent
MGYG-HGUT-04516	absent
MGYG-HGUT-04517	present
MGYG-HGUT-04518	absent
MGYG-HGUT-04519	absent
MGYG-HGUT-04520	absent
MGYG-HGUT-04521	absent
MGYG-HGUT-04522	present
MGYG-HGUT-04523	absent
MGYG-HGUT-04524	present
MGYG-HGUT-04525	present
MGYG-HGUT-04526	absent
MGYG-HGUT-04527	absent
MGYG-HGUT-04528	absent
MGYG-HGUT-04529	absent
MGYG-HGUT-04530	absent
MGYG-HGUT-04531	absent
MGYG-HGUT-04532	present
MGYG-HGUT-04533	absent
MGYG-HGUT-04534	absent
MGYG-HGUT-04535	absent
MGYG-HGUT-04536	absent
MGYG-HGUT-04537	present
MGYG-HGUT-04538	absent
MGYG-HGUT-04539	absent
MGYG-HGUT-04540	absent
MGYG-HGUT-04541	present
MGYG-HGUT-04542	present
MGYG-HGUT-04543	absent
MGYG-HGUT-04544	absent
MGYG-HGUT-04545	absent
MGYG-HGUT-04546	absent
MGYG-HGUT-04547	present
MGYG-HGUT-04548	absent
MGYG-HGUT-04549	present
MGYG-HGUT-04550	present
MGYG-HGUT-04551	absent
MGYG-HGUT-04552	present
MGYG-HGUT-04553	present
MGYG-HGUT-04554	present
MGYG-HGUT-04555	absent
MGYG-HGUT-04556	absent
MGYG-HGUT-04557	absent
MGYG-HGUT-04558	absent
MGYG-HGUT-04559	present
MGYG-HGUT-04560	absent
MGYG-HGUT-04561	present
MGYG-HGUT-04562	present
MGYG-HGUT-04563	absent
MGYG-HGUT-04564	present
MGYG-HGUT-04565	absent
MGYG-HGUT-04566	absent
MGYG-HGUT-04567	present
MGYG-HGUT-04568	absent
MGYG-HGUT-04569	absent
MGYG-HGUT-04570	absent
MGYG-HGUT-04571	absent
MGYG-HGUT-04572	absent
MGYG-HGUT-04573	absent
MGYG-HGUT-04574	absent
MGYG-HGUT-04575	absent
MGYG-HGUT-04576	absent
MGYG-HGUT-04577	present
MGYG-HGUT-04578	absent
MGYG-HGUT-04579	absent
MGYG-HGUT-04580	absent
MGYG-HGUT-04581	present
MGYG-HGUT-04582	present
MGYG-HGUT-04583	present
MGYG-HGUT-04584	present
MGYG-HGUT-04585	present
MGYG-HGUT-04586	present
MGYG-HGUT-04587	present
MGYG-HGUT-04588	present
MGYG-HGUT-04589	absent
MGYG-HGUT-04590	present
MGYG-HGUT-04591	present
MGYG-HGUT-04592	absent
MGYG-HGUT-04593	absent
MGYG-HGUT-04594	absent
MGYG-HGUT-04595	present
MGYG-HGUT-04596	absent
MGYG-HGUT-04597	present
MGYG-HGUT-04598	absent
MGYG-HGUT-04599	absent
MGYG-HGUT-04600	present
MGYG-HGUT-04601	absent
MGYG-HGUT-04602	present
MGYG-HGUT-04603	present
MGYG-HGUT-04604	absent
MGYG-HGUT-04605	absent
MGYG-HGUT-04606	absent
MGYG-HGUT-04607	present
MGYG-HGUT-04608	present
MGYG-HGUT-04609	absent
MGYG-HGUT-04610	present
MGYG-HGUT-04611	present
MGYG-HGUT-04612	absent
MGYG-HGUT-04613	absent
MGYG-HGUT-04614	absent
MGYG-HGUT-04615	absent
MGYG-HGUT-04616	absent
MGYG-HGUT-04617	present
MGYG-HGUT-04618	present
MGYG-HGUT-04619	present
MGYG-HGUT-04620	absent
MGYG-HGUT-04621	absent
MGYG-HGUT-04622	absent
MGYG-HGUT-04623	absent
MGYG-HGUT-04624	absent
MGYG-HGUT-04625	present
MGYG-HGUT-04626	absent
MGYG-HGUT-04627	absent
MGYG-HGUT-04628	present
MGYG-HGUT-04629	absent
MGYG-HGUT-04630	absent
MGYG-HGUT-04631	absent
MGYG-HGUT-04632	absent
MGYG-HGUT-04633	present
MGYG-HGUT-04634	present
MGYG-HGUT-04635	present
MGYG-HGUT-04636	present
MGYG-HGUT-04637	absent
MGYG-HGUT-04638	absent
MGYG-HGUT-04639	present
MGYG-HGUT-04640	absent
MGYG-HGUT-04641	present
MGYG-HGUT-04642	present
MGYG-HGUT-04643	absent
MGYG-HGUT-04644	absent
